0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.1	1.93565	0.0643501	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.2	1.8716	0.128402	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.3	1.80785	0.192145	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.4	1.74443	0.255567	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.5	1.68135	0.318654	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.6	1.61861	0.381392	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.7	1.55623	0.443765	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.8	1.49424	0.505756	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.9	1.43265	0.567346	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
1	1.37149	0.628513	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
1.1	1.31076	0.689236	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
1.2	1.25051	0.749489	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
1.3	1.19076	0.809244	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
1.4	1.13153	0.868471	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
1.5	1.07286	0.927135	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
1.6	1.0148	0.985198	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
1.7	0.957381	1.04262	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
1.8	0.900651	1.09935	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
1.9	0.844665	1.15534	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2	0.789481	1.21052	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2.1	0.735166	1.26483	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2.2	0.681796	1.3182	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2.3	0.629456	1.37054	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2.4	0.578242	1.42176	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2.5	0.528261	1.47174	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2.6	0.479637	1.52036	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2.7	0.432506	1.56749	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2.8	0.387024	1.61298	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2.9	0.343363	1.65664	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
3	0.301713	1.69829	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
3.1	0.262279	1.73772	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
3.2	0.225282	1.77472	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
3.3	0.190946	1.80905	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
3.4	0.159491	1.84051	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
3.5	0.131113	1.86889	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
3.6	0.105966	1.89403	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
3.7	0.0841325	1.91587	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
3.8	0.0656011	1.9344	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
3.9	0.0502517	1.94975	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
4	0.0378539	1.96215	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
4.1	0.0280853	1.97191	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
4.2	0.0205649	1.97944	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
4.3	0.0148939	1.98511	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
4.4	0.0106922	1.98931	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
4.5	0.00762348	1.99238	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
4.6	0.0054074	1.99459	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
4.7	0.0038208	1.99618	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
4.8	0.00269217	1.99731	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
4.9	0.00189309	1.99811	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
5	0.00132926	1.99867	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
5.1	0.000932401	1.99907	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
5.2	0.000653551	1.99935	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
5.3	0.000457861	1.99954	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
5.4	0.00032065	1.99968	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
5.5	0.000224501	1.99978	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
5.6	0.000157155	1.99984	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
5.7	0.000109998	1.99989	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
5.8	7.69841e-05	1.99992	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
5.9	5.38756e-05	1.99995	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
6	3.7702e-05	1.99996	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
6.1	2.6383e-05	1.99997	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
6.2	1.84618e-05	1.99998	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
6.3	1.29187e-05	1.99999	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
6.4	9.03978e-06	1.99999	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
6.5	6.32549e-06	1.99999	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
6.6	4.42617e-06	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
6.7	3.09714e-06	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
6.8	2.16717e-06	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
6.9	1.51643e-06	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
7	1.06109e-06	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
7.1	7.42478e-07	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
7.2	5.19533e-07	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
7.3	3.63532e-07	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
7.4	2.54374e-07	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
7.5	1.77992e-07	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
7.6	1.24546e-07	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
7.7	8.71485e-08	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
7.8	6.09803e-08	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
7.9	4.26696e-08	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
8	2.98571e-08	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
8.1	2.08918e-08	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
8.2	1.46186e-08	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
8.3	1.0229e-08	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
8.4	7.15754e-09	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
8.5	5.00833e-09	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
8.6	3.50447e-09	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
8.7	2.45217e-09	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
8.8	1.71585e-09	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
8.9	1.20063e-09	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
9	8.40115e-10	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
9.1	5.87852e-10	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
9.2	4.11336e-10	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
9.3	2.87823e-10	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
9.4	2.01398e-10	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
9.5	1.40924e-10	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
9.6	9.86082e-11	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
9.7	6.89989e-11	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
9.8	4.82805e-11	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
9.9	3.37832e-11	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
10	2.3639e-11	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
10.1	1.65409e-11	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
