0	3	3	1	1	1	1	1	1	1	1
0.1	2.96	2.96	0.90989	0.909091	0.909091	0.995	0.995	0.995	1.04	1.04
0.2	2.92179	2.92179	0.829027	0.82754	0.82754	0.989814	0.989812	0.989812	1.07821	1.07821
0.3	2.8853	2.8853	0.756483	0.754404	0.754404	0.984449	0.984442	0.984442	1.1147	1.1147
0.4	2.85044	2.85043	0.691422	0.688835	0.688835	0.978911	0.978898	0.978898	1.14957	1.14956
0.5	2.81714	2.81713	0.633093	0.630072	0.630072	0.97321	0.973187	0.973187	1.18287	1.18286
0.6	2.78533	2.78533	0.580818	0.577426	0.577426	0.967354	0.967321	0.967321	1.21467	1.21467
0.7	2.75494	2.75494	0.533989	0.530281	0.530281	0.961355	0.961308	0.961308	1.24506	1.24506
0.8	2.72591	2.72591	0.492056	0.488082	0.488082	0.955222	0.95516	0.95516	1.27409	1.27409
0.9	2.69818	2.69817	0.454526	0.450328	0.450328	0.948968	0.948889	0.948889	1.30183	1.30182
1	2.67168	2.67167	0.420953	0.416568	0.416568	0.942603	0.942505	0.942505	1.32833	1.32832
1.1	2.64635	2.64634	0.390938	0.3864	0.3864	0.93614	0.93602	0.93602	1.35365	1.35365
1.2	2.62215	2.62214	0.36412	0.359457	0.359457	0.929589	0.929447	0.929447	1.37786	1.37785
1.3	2.59902	2.59901	0.340175	0.335413	0.335413	0.922962	0.922797	0.922797	1.40099	1.40098
1.4	2.57691	2.57689	0.318811	0.313972	0.313972	0.916271	0.916081	0.916081	1.4231	1.42309
1.5	2.55577	2.55575	0.299765	0.294868	0.294868	0.909526	0.909309	0.909309	1.44425	1.44423
1.6	2.53556	2.53553	0.282801	0.277864	0.277863	0.902737	0.902493	0.902493	1.46447	1.46444
1.7	2.51622	2.51619	0.267705	0.262743	0.262743	0.895914	0.895643	0.895643	1.4838	1.48378
1.8	2.49773	2.49769	0.254287	0.249313	0.249313	0.889066	0.888767	0.888767	1.5023	1.50227
1.9	2.48004	2.48	0.242374	0.237399	0.237399	0.882203	0.881875	0.881875	1.52	1.51997
2	2.4631	2.46306	0.231811	0.226846	0.226846	0.875332	0.874975	0.874975	1.53694	1.5369
2.1	2.44689	2.44684	0.222457	0.217512	0.217512	0.86846	0.868074	0.868074	1.55315	1.55311
2.2	2.43138	2.43132	0.214189	0.209271	0.209271	0.861596	0.86118	0.86118	1.56867	1.56863
2.3	2.41652	2.41646	0.206893	0.202009	0.202009	0.854744	0.854299	0.854299	1.58354	1.58349
2.4	2.40228	2.40222	0.200467	0.195624	0.195623	0.847911	0.847436	0.847436	1.59777	1.59772
2.5	2.38865	2.38858	0.194821	0.190022	0.190022	0.841101	0.840598	0.840598	1.61142	1.61136
