0	0.1	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1
0.1	0.0965278	0.00347222	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1
0.2	0.0931405	0.00685947	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1
0.3	0.0898379	0.0101621	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1
0.4	0.0866196	0.0133804	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1
0.5	0.083485	0.016515	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1
0.6	0.0804336	0.0195664	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1
0.7	0.0774648	0.0225352	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1
0.8	0.074578	0.025422	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1
0.9	0.0717724	0.0282276	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1
1	0.0690472	0.0309528	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1
1.1	0.0664016	0.0335984	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1
1.2	0.0638345	0.0361655	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1
1.3	0.0613451	0.0386549	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1
1.4	0.0589323	0.0410677	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1
1.5	0.0565949	0.0434051	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1
1.6	0.0543319	0.0456681	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1
1.7	0.052142	0.047858	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1
1.8	0.050024	0.049976	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1
1.9	0.0479766	0.0520234	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1
2	0.0459985	0.0540015	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1
2.1	0.0440883	0.0559117	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1
2.2	0.0422446	0.0577554	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1
2.3	0.0404659	0.0595341	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1
2.4	0.0387509	0.0612491	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1
2.5	0.037098	0.062902	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1
2.6	0.0355057	0.0644943	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1
2.7	0.0339726	0.0660274	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1
2.8	0.0324971	0.0675029	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1
2.9	0.0310778	0.0689222	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1
3	0.0297129	0.0702871	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1
