0	5	0	0	0	1	0
0.1	4.87857	0.121429	0	0	0.878571	0.121429
0.2	4.76331	0.177909	0.0587803	0	0.76331	0.23669
0.3	4.6548	0.292786	0.0497075	0.00270933	0.652088	0.347912
0.4	4.55384	0.348285	0.0931984	0.00467353	0.549169	0.450831
0.5	4.4611	0.429872	0.0981453	0.0108829	0.450217	0.549783
0.6	4.37768	0.483842	0.120879	0.0176008	0.360078	0.639922
0.7	4.3044	0.53586	0.132593	0.0271475	0.277252	0.722748
0.8	4.2423	0.574408	0.145252	0.0380452	0.20425	0.79575
0.9	4.19203	0.60302	0.154699	0.050247	0.141787	0.858213
1	4.15389	0.620864	0.162329	0.0629132	0.0909812	0.909019
1.1	4.1274	0.629277	0.168185	0.0751425	0.0522533	0.947747
1.2	4.11114	0.630234	0.172903	0.0857199	0.0254236	0.974576
1.3	4.10284	0.626685	0.177156	0.0933156	0.00952727	0.990473
1.4	4.09964	0.622026	0.181108	0.0972284	0.00240899	0.997591
1.5	4.09882	0.618901	0.183858	0.0984261	0.000389517	0.99961
1.6	4.09868	0.617742	0.184941	0.0986345	4.7746e-05	0.999952
1.7	4.09867	0.617487	0.185186	0.0986605	5.37787e-06	0.999995
1.8	4.09866	0.617447	0.185226	0.0986634	5.96207e-07	0.999999
1.9	4.09866	0.617441	0.185231	0.0986637	6.59441e-08	1
2	4.09866	0.61744	0.185232	0.0986638	7.29161e-09	1
2.1	4.09866	0.61744	0.185232	0.0986638	8.06223e-10	1
2.2	4.09866	0.61744	0.185232	0.0986638	8.91425e-11	1
2.3	4.09866	0.61744	0.185232	0.0986638	9.85631e-12	1
2.4	4.09866	0.61744	0.185232	0.0986638	1.08979e-12	1
2.5	4.09866	0.61744	0.185232	0.0986638	1.20496e-13	1
2.6	4.09866	0.61744	0.185232	0.0986638	1.3323e-14	1
2.7	4.09866	0.61744	0.185232	0.0986638	1.4731e-15	1
2.8	4.09866	0.61744	0.185232	0.0986638	1.62878e-16	1
2.9	4.09866	0.61744	0.185232	0.0986638	1.80091e-17	1
3	4.09866	0.61744	0.185232	0.0986638	1.99123e-18	1
3.1	4.09866	0.61744	0.185232	0.0986638	2.20166e-19	1
3.2	4.09866	0.61744	0.185232	0.0986638	2.43433e-20	1
3.3	4.09866	0.61744	0.185232	0.0986638	2.69159e-21	1
3.4	4.09866	0.61744	0.185232	0.0986638	2.97604e-22	1
3.5	4.09866	0.61744	0.185232	0.0986638	3.29055e-23	1
3.6	4.09866	0.61744	0.185232	0.0986638	3.6383e-24	1
3.7	4.09866	0.61744	0.185232	0.0986638	4.02279e-25	1
3.8	4.09866	0.61744	0.185232	0.0986638	4.44792e-26	1
3.9	4.09866	0.61744	0.185232	0.0986638	4.91798e-27	1
